,⺮,一,丶,乙,人,亻,八,冫,厂,又,口,囗,土,大,女,子,宀,寸,尸,巾,广,彳,心,忄,戶,手,扌,方,月,木,水,氵,火,牛,玉,目,矢,示,糸,老,而,臼,艸,行,衣,見,言,訁,足,車,辶,金,門,雨,食,馬
示,0.015151515151515152,0.08080808080808081,0.050505050505050504,0.0,0.07575757575757576,0.025252525252525252,0.04040404040404041,0.0,0.0,0.0,0.12626262626262627,0.0,0.010101010101010102,0.045454545454545456,0.005050505050505051,0.0,0.0,0.015151515151515152,0.005050505050505051,0.0,0.0,0.015151515151515152,0.0,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.03535353535353535,0.015151515151515152,0.010101010101010102,0.010101010101010102,0.0,0.020202020202020204,0.05555555555555555,0.005050505050505051,0.0,0.025252525252525252,0.030303030303030304,0.005050505050505051,0.005050505050505051,0.010101010101010102,0.030303030303030304,0.0,0.005050505050505051,0.0,0.0,0.005050505050505051,0.0,0.015151515151515152,0.005050505050505051,0.005050505050505051,0.015151515151515152,0.005050505050505051,0.010101010101010102,0.0,0.005050505050505051,0.0
糸,0.0,0.045454545454545456,0.030303030303030304,0.0,0.045454545454545456,0.015151515151515152,0.020202020202020204,0.0,0.0,0.005050505050505051,0.03535353535353535,0.005050505050505051,0.005050505050505051,0.03535353535353535,0.005050505050505051,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.010101010101010102,0.005050505050505051,0.005050505050505051,0.010101010101010102,0.010101010101010102,0.025252525252525252,0.0,0.0,0.010101010101010102,0.03535353535353535,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.025252525252525252,0.015151515151515152,0.0,0.005050505050505051,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.010101010101010102,0.0,0.005050505050505051,0.015151515151515152,0.005050505050505051,0.0,0.0,0.0,0.0
老,0.0,0.29797979797979796,0.25757575757575757,0.005050505050505051,0.15656565656565657,0.06565656565656566,0.08585858585858586,0.0,0.005050505050505051,0.015151515151515152,0.23737373737373738,0.025252525252525252,0.04040404040404041,0.19696969696969696,0.025252525252525252,0.025252525252525252,0.020202020202020204,0.015151515151515152,0.0,0.04040404040404041,0.0,0.045454545454545456,0.005050505050505051,0.05555555555555555,0.030303030303030304,0.005050505050505051,0.030303030303030304,0.030303030303030304,0.08080808080808081,0.06060606060606061,0.0,0.030303030303030304,0.2222222222222222,0.06060606060606061,0.005050505050505051,0.03535353535353535,0.050505050505050504,0.010101010101010102,0.025252525252525252,0.045454545454545456,0.08585858585858586,0.030303030303030304,0.045454545454545456,0.030303030303030304,0.0,0.025252525252525252,0.030303030303030304,0.04040404040404041,0.005050505050505051,0.015151515151515152,0.08080808080808081,0.0,0.015151515151515152,0.0,0.025252525252525252,0.005050505050505051
而,0.010101010101010102,0.32323232323232326,0.20202020202020202,0.030303030303030304,0.29797979797979796,0.08585858585858586,0.11616161616161616,0.0,0.005050505050505051,0.010101010101010102,0.3686868686868687,0.05555555555555555,0.05555555555555555,0.22727272727272727,0.015151515151515152,0.005050505050505051,0.04040404040404041,0.050505050505050504,0.015151515151515152,0.020202020202020204,0.0,0.025252525252525252,0.020202020202020204,0.04040404040404041,0.045454545454545456,0.0,0.030303030303030304,0.04040404040404041,0.08080808080808081,0.05555555555555555,0.0,0.07575757575757576,0.2777777777777778,0.030303030303030304,0.0,0.06060606060606061,0.08080808080808081,0.030303030303030304,0.015151515151515152,0.08585858585858586,0.05555555555555555,0.025252525252525252,0.06060606060606061,0.025252525252525252,0.005050505050505051,0.04040404040404041,0.03535353535353535,0.03535353535353535,0.025252525252525252,0.005050505050505051,0.09595959595959595,0.0,0.015151515151515152,0.0,0.03535353535353535,0.0
臼,0.0,0.045454545454545456,0.04040404040404041,0.0,0.050505050505050504,0.010101010101010102,0.010101010101010102,0.0,0.0,0.0,0.030303030303030304,0.005050505050505051,0.010101010101010102,0.020202020202020204,0.0,0.010101010101010102,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.015151515151515152,0.005050505050505051,0.0,0.010101010101010102,0.010101010101010102,0.005050505050505051,0.0,0.005050505050505051,0.0,0.0,0.0,0.030303030303030304,0.025252525252525252,0.0,0.010101010101010102,0.015151515151515152,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.005050505050505051
艸,0.005050505050505051,0.18686868686868688,0.11616161616161616,0.0,0.11616161616161616,0.010101010101010102,0.06060606060606061,0.0,0.005050505050505051,0.0,0.12121212121212122,0.010101010101010102,0.030303030303030304,0.09595959595959595,0.005050505050505051,0.005050505050505051,0.050505050505050504,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.015151515151515152,0.025252525252525252,0.015151515151515152,0.010101010101010102,0.0,0.03535353535353535,0.020202020202020204,0.04040404040404041,0.020202020202020204,0.0,0.015151515151515152,0.14646464646464646,0.04040404040404041,0.0,0.010101010101010102,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.045454545454545456,0.06060606060606061,0.010101010101010102,0.015151515151515152,0.005050505050505051,0.0,0.025252525252525252,0.020202020202020204,0.0,0.010101010101010102,0.005050505050505051,0.06060606060606061,0.0,0.005050505050505051,0.0,0.0,0.005050505050505051
行,0.005050505050505051,0.0707070707070707,0.03535353535353535,0.010101010101010102,0.050505050505050504,0.020202020202020204,0.04040404040404041,0.0,0.010101010101010102,0.0,0.045454545454545456,0.010101010101010102,0.010101010101010102,0.045454545454545456,0.0,0.0,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.0,0.0,0.0,0.010101010101010102,0.010101010101010102,0.0,0.010101010101010102,0.010101010101010102,0.025252525252525252,0.0,0.0,0.010101010101010102,0.045454545454545456,0.010101010101010102,0.0,0.010101010101010102,0.025252525252525252,0.0,0.005050505050505051,0.030303030303030304,0.025252525252525252,0.015151515151515152,0.005050505050505051,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.020202020202020204,0.0,0.005050505050505051,0.0,0.010101010101010102,0.005050505050505051
衣,0.0,0.025252525252525252,0.005050505050505051,0.0,0.005050505050505051,0.0,0.005050505050505051,0.0,0.0,0.0,0.025252525252525252,0.0,0.0,0.010101010101010102,0.0,0.0,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0
見,0.0,0.0707070707070707,0.0707070707070707,0.005050505050505051,0.045454545454545456,0.030303030303030304,0.050505050505050504,0.0,0.0,0.0,0.06060606060606061,0.005050505050505051,0.020202020202020204,0.08585858585858586,0.005050505050505051,0.005050505050505051,0.010101010101010102,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.025252525252525252,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.010101010101010102,0.025252525252525252,0.005050505050505051,0.0,0.020202020202020204,0.06565656565656566,0.010101010101010102,0.005050505050505051,0.015151515151515152,0.025252525252525252,0.005050505050505051,0.005050505050505051,0.025252525252525252,0.04040404040404041,0.005050505050505051,0.025252525252525252,0.0,0.0,0.005050505050505051,0.0,0.015151515151515152,0.0,0.010101010101010102,0.050505050505050504,0.0,0.0,0.0,0.0,0.010101010101010102
言,0.0,0.11616161616161616,0.10101010101010101,0.010101010101010102,0.10101010101010101,0.025252525252525252,0.050505050505050504,0.0,0.005050505050505051,0.0,0.09595959595959595,0.010101010101010102,0.010101010101010102,0.08080808080808081,0.0,0.020202020202020204,0.020202020202020204,0.010101010101010102,0.015151515151515152,0.0,0.0,0.025252525252525252,0.0,0.010101010101010102,0.005050505050505051,0.0,0.015151515151515152,0.015151515151515152,0.020202020202020204,0.025252525252525252,0.005050505050505051,0.04040404040404041,0.08585858585858586,0.025252525252525252,0.005050505050505051,0.015151515151515152,0.030303030303030304,0.0,0.005050505050505051,0.030303030303030304,0.03535353535353535,0.0,0.020202020202020204,0.020202020202020204,0.0,0.0,0.0,0.025252525252525252,0.020202020202020204,0.005050505050505051,0.030303030303030304,0.0,0.010101010101010102,0.0,0.010101010101010102,0.005050505050505051
訁,0.0,0.13131313131313133,0.1111111111111111,0.005050505050505051,0.11616161616161616,0.05555555555555555,0.030303030303030304,0.0,0.005050505050505051,0.005050505050505051,0.12121212121212122,0.005050505050505051,0.010101010101010102,0.045454545454545456,0.005050505050505051,0.005050505050505051,0.0,0.010101010101010102,0.015151515151515152,0.0,0.005050505050505051,0.015151515151515152,0.005050505050505051,0.020202020202020204,0.010101010101010102,0.0,0.010101010101010102,0.03535353535353535,0.020202020202020204,0.010101010101010102,0.0,0.030303030303030304,0.09595959595959595,0.005050505050505051,0.0,0.005050505050505051,0.030303030303030304,0.015151515151515152,0.010101010101010102,0.04040404040404041,0.03535353535353535,0.0,0.0,0.0,0.0,0.015151515151515152,0.025252525252525252,0.0,0.0,0.010101010101010102,0.03535353535353535,0.010101010101010102,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051
足,0.005050505050505051,0.12626262626262627,0.03535353535353535,0.005050505050505051,0.045454545454545456,0.005050505050505051,0.03535353535353535,0.0,0.005050505050505051,0.010101010101010102,0.09090909090909091,0.005050505050505051,0.010101010101010102,0.025252525252525252,0.0,0.0,0.0,0.0,0.005050505050505051,0.010101010101010102,0.005050505050505051,0.015151515151515152,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.005050505050505051,0.020202020202020204,0.005050505050505051,0.0,0.010101010101010102,0.030303030303030304,0.005050505050505051,0.0,0.010101010101010102,0.010101010101010102,0.005050505050505051,0.0,0.005050505050505051,0.025252525252525252,0.0,0.010101010101010102,0.0,0.0,0.0,0.020202020202020204,0.0,0.010101010101010102,0.005050505050505051,0.050505050505050504,0.0,0.0,0.0,0.0,0.0
車,0.0,0.04040404040404041,0.025252525252525252,0.005050505050505051,0.03535353535353535,0.015151515151515152,0.005050505050505051,0.0,0.0,0.010101010101010102,0.045454545454545456,0.0,0.005050505050505051,0.03535353535353535,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.010101010101010102,0.0,0.005050505050505051,0.0,0.010101010101010102,0.0,0.0,0.005050505050505051,0.005050505050505051,0.0,0.015151515151515152,0.0,0.010101010101010102,0.04040404040404041,0.005050505050505051,0.0,0.020202020202020204,0.0,0.005050505050505051,0.005050505050505051,0.015151515151515152,0.005050505050505051,0.0,0.005050505050505051,0.0,0.0,0.010101010101010102,0.005050505050505051,0.010101010101010102,0.005050505050505051,0.0,0.030303030303030304,0.005050505050505051,0.0,0.0,0.0,0.0
辶,0.005050505050505051,0.3434343434343434,0.2727272727272727,0.020202020202020204,0.21717171717171718,0.08585858585858586,0.11616161616161616,0.0,0.015151515151515152,0.010101010101010102,0.3383838383838384,0.03535353535353535,0.03535353535353535,0.2828282828282828,0.005050505050505051,0.030303030303030304,0.03535353535353535,0.045454545454545456,0.015151515151515152,0.03535353535353535,0.005050505050505051,0.0707070707070707,0.005050505050505051,0.045454545454545456,0.020202020202020204,0.0,0.04040404040404041,0.050505050505050504,0.08080808080808081,0.05555555555555555,0.0,0.08080808080808081,0.3181818181818182,0.05555555555555555,0.0,0.05555555555555555,0.0707070707070707,0.015151515151515152,0.015151515151515152,0.08080808080808081,0.09595959595959595,0.020202020202020204,0.06060606060606061,0.020202020202020204,0.005050505050505051,0.050505050505050504,0.030303030303030304,0.03535353535353535,0.050505050505050504,0.030303030303030304,0.08080808080808081,0.0,0.015151515151515152,0.0,0.015151515151515152,0.010101010101010102
金,0.0,0.015151515151515152,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.005050505050505051,0.0,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.015151515151515152,0.0,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0
門,0.0,0.06060606060606061,0.05555555555555555,0.005050505050505051,0.020202020202020204,0.010101010101010102,0.0,0.0,0.0,0.005050505050505051,0.08080808080808081,0.0,0.0,0.025252525252525252,0.0,0.005050505050505051,0.010101010101010102,0.0,0.0,0.010101010101010102,0.0,0.005050505050505051,0.0,0.0,0.0,0.005050505050505051,0.005050505050505051,0.010101010101010102,0.010101010101010102,0.0,0.0,0.0,0.03535353535353535,0.005050505050505051,0.0,0.010101010101010102,0.025252525252525252,0.010101010101010102,0.0,0.015151515151515152,0.015151515151515152,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.010101010101010102,0.005050505050505051,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.005050505050505051,0.005050505050505051
雨,0.0,0.005050505050505051,0.0,0.0,0.005050505050505051,0.010101010101010102,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
食,0.0,0.020202020202020204,0.04040404040404041,0.010101010101010102,0.025252525252525252,0.005050505050505051,0.050505050505050504,0.0,0.0,0.005050505050505051,0.045454545454545456,0.005050505050505051,0.0,0.030303030303030304,0.010101010101010102,0.0,0.005050505050505051,0.0,0.0,0.010101010101010102,0.0,0.015151515151515152,0.0,0.005050505050505051,0.005050505050505051,0.0,0.010101010101010102,0.025252525252525252,0.020202020202020204,0.005050505050505051,0.0,0.005050505050505051,0.03535353535353535,0.005050505050505051,0.0,0.010101010101010102,0.015151515151515152,0.005050505050505051,0.0,0.025252525252525252,0.03535353535353535,0.0,0.0,0.010101010101010102,0.0,0.0,0.010101010101010102,0.005050505050505051,0.0,0.0,0.015151515151515152,0.0,0.005050505050505051,0.0,0.0,0.0
馬,0.0,0.04040404040404041,0.025252525252525252,0.0,0.020202020202020204,0.005050505050505051,0.025252525252525252,0.0,0.0,0.0,0.03535353535353535,0.0,0.0,0.025252525252525252,0.0,0.0,0.010101010101010102,0.0,0.0,0.005050505050505051,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.010101010101010102,0.0,0.015151515151515152,0.0,0.005050505050505051,0.020202020202020204,0.010101010101010102,0.015151515151515152,0.0,0.005050505050505051,0.015151515151515152,0.0,0.0,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.0,0.010101010101010102,0.005050505050505051,0.005050505050505051,0.0,0.0,0.010101010101010102,0.0,0.005050505050505051,0.0,0.0,0.0
