,⺮,一,丶,乙,人,亻,八,冫,厂,又,口,囗,土,大,女,子,宀,寸,尸,巾,广,彳,心,忄,戶,手,扌,方,月,木,水,氵,火,牛,玉,目,矢,示,糸,老,而,臼,艸,行,衣,見,言,訁,足,車,辶,金,門,雨,食,馬
方,0.005050505050505051,0.1414141414141414,0.14646464646464646,0.0,0.1414141414141414,0.025252525252525252,0.06565656565656566,0.0,0.0,0.005050505050505051,0.1717171717171717,0.020202020202020204,0.005050505050505051,0.09595959595959595,0.025252525252525252,0.020202020202020204,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.0,0.0,0.010101010101010102,0.015151515151515152,0.025252525252525252,0.0,0.0,0.020202020202020204,0.010101010101010102,0.015151515151515152,0.015151515151515152,0.0,0.025252525252525252,0.12121212121212122,0.015151515151515152,0.0,0.025252525252525252,0.030303030303030304,0.015151515151515152,0.010101010101010102,0.030303030303030304,0.04040404040404041,0.005050505050505051,0.020202020202020204,0.010101010101010102,0.0,0.010101010101010102,0.015151515151515152,0.03535353535353535,0.005050505050505051,0.005050505050505051,0.050505050505050504,0.0,0.010101010101010102,0.0,0.025252525252525252,0.0
月,0.005050505050505051,0.21717171717171718,0.16666666666666666,0.005050505050505051,0.16161616161616163,0.08585858585858586,0.09595959595959595,0.0,0.0,0.010101010101010102,0.21717171717171718,0.030303030303030304,0.025252525252525252,0.12626262626262627,0.0,0.025252525252525252,0.030303030303030304,0.03535353535353535,0.0,0.04040404040404041,0.0,0.025252525252525252,0.025252525252525252,0.045454545454545456,0.03535353535353535,0.0,0.025252525252525252,0.015151515151515152,0.025252525252525252,0.020202020202020204,0.0,0.05555555555555555,0.23737373737373738,0.020202020202020204,0.0,0.045454545454545456,0.06060606060606061,0.010101010101010102,0.025252525252525252,0.08080808080808081,0.08080808080808081,0.015151515151515152,0.04040404040404041,0.025252525252525252,0.0,0.025252525252525252,0.020202020202020204,0.020202020202020204,0.020202020202020204,0.0,0.08080808080808081,0.005050505050505051,0.010101010101010102,0.0,0.020202020202020204,0.015151515151515152
木,0.0,0.22727272727272727,0.10606060606060606,0.0,0.09595959595959595,0.010101010101010102,0.045454545454545456,0.0,0.005050505050505051,0.010101010101010102,0.1414141414141414,0.015151515151515152,0.025252525252525252,0.10101010101010101,0.015151515151515152,0.005050505050505051,0.005050505050505051,0.010101010101010102,0.0,0.005050505050505051,0.015151515151515152,0.015151515151515152,0.010101010101010102,0.025252525252525252,0.015151515151515152,0.0,0.0,0.015151515151515152,0.020202020202020204,0.015151515151515152,0.0,0.020202020202020204,0.08585858585858586,0.020202020202020204,0.005050505050505051,0.025252525252525252,0.020202020202020204,0.010101010101010102,0.0,0.06060606060606061,0.05555555555555555,0.005050505050505051,0.020202020202020204,0.0,0.0,0.005050505050505051,0.025252525252525252,0.010101010101010102,0.005050505050505051,0.015151515151515152,0.05555555555555555,0.005050505050505051,0.0,0.0,0.005050505050505051,0.0
水,0.0,0.010101010101010102,0.010101010101010102,0.005050505050505051,0.005050505050505051,0.015151515151515152,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.005050505050505051,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051
氵,0.005050505050505051,0.1414141414141414,0.16161616161616163,0.010101010101010102,0.17676767676767677,0.025252525252525252,0.09595959595959595,0.0,0.010101010101010102,0.020202020202020204,0.16666666666666666,0.03535353535353535,0.045454545454545456,0.14646464646464646,0.015151515151515152,0.010101010101010102,0.030303030303030304,0.030303030303030304,0.010101010101010102,0.030303030303030304,0.005050505050505051,0.025252525252525252,0.025252525252525252,0.04040404040404041,0.03535353535353535,0.0,0.015151515151515152,0.025252525252525252,0.05555555555555555,0.020202020202020204,0.0,0.025252525252525252,0.17676767676767677,0.020202020202020204,0.005050505050505051,0.015151515151515152,0.020202020202020204,0.020202020202020204,0.010101010101010102,0.030303030303030304,0.07575757575757576,0.010101010101010102,0.015151515151515152,0.010101010101010102,0.0,0.020202020202020204,0.04040404040404041,0.030303030303030304,0.010101010101010102,0.010101010101010102,0.08080808080808081,0.0,0.0,0.005050505050505051,0.005050505050505051,0.020202020202020204
火,0.005050505050505051,0.7777777777777778,0.6212121212121212,0.020202020202020204,0.6414141414141414,0.13636363636363635,0.2828282828282828,0.005050505050505051,0.03535353535353535,0.03535353535353535,0.5909090909090909,0.0707070707070707,0.07575757575757576,0.4696969696969697,0.07575757575757576,0.04040404040404041,0.09595959595959595,0.0707070707070707,0.030303030303030304,0.09090909090909091,0.015151515151515152,0.08080808080808081,0.05555555555555555,0.14646464646464646,0.08080808080808081,0.0,0.10101010101010101,0.12121212121212122,0.23737373737373738,0.08585858585858586,0.0,0.17676767676767677,0.23232323232323232,0.08080808080808081,0.010101010101010102,0.050505050505050504,0.14646464646464646,0.05555555555555555,0.03535353535353535,0.2222222222222222,0.2777777777777778,0.010101010101010102,0.14646464646464646,0.045454545454545456,0.020202020202020204,0.06565656565656566,0.08585858585858586,0.09595959595959595,0.030303030303030304,0.04040404040404041,0.3181818181818182,0.015151515151515152,0.03535353535353535,0.0,0.03535353535353535,0.010101010101010102
牛,0.0,0.1111111111111111,0.08585858585858586,0.005050505050505051,0.08080808080808081,0.020202020202020204,0.045454545454545456,0.0,0.0,0.0,0.09595959595959595,0.015151515151515152,0.010101010101010102,0.050505050505050504,0.005050505050505051,0.025252525252525252,0.020202020202020204,0.010101010101010102,0.005050505050505051,0.0,0.0,0.030303030303030304,0.005050505050505051,0.030303030303030304,0.015151515151515152,0.0,0.030303030303030304,0.015151515151515152,0.020202020202020204,0.020202020202020204,0.0,0.020202020202020204,0.08080808080808081,0.0,0.0,0.015151515151515152,0.0,0.005050505050505051,0.005050505050505051,0.06060606060606061,0.030303030303030304,0.005050505050505051,0.04040404040404041,0.010101010101010102,0.0,0.010101010101010102,0.025252525252525252,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.05555555555555555,0.0,0.005050505050505051,0.0,0.005050505050505051,0.015151515151515152
玉,0.0,0.005050505050505051,0.015151515151515152,0.0,0.010101010101010102,0.005050505050505051,0.0,0.0,0.0,0.0,0.010101010101010102,0.010101010101010102,0.005050505050505051,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.005050505050505051,0.010101010101010102,0.0,0.0,0.0,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.005050505050505051,0.005050505050505051,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0
目,0.005050505050505051,0.08080808080808081,0.06565656565656566,0.0,0.05555555555555555,0.015151515151515152,0.015151515151515152,0.0,0.010101010101010102,0.0,0.05555555555555555,0.015151515151515152,0.005050505050505051,0.03535353535353535,0.010101010101010102,0.0,0.030303030303030304,0.010101010101010102,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.010101010101010102,0.0,0.010101010101010102,0.010101010101010102,0.0,0.010101010101010102,0.025252525252525252,0.045454545454545456,0.025252525252525252,0.0,0.015151515151515152,0.050505050505050504,0.015151515151515152,0.0,0.005050505050505051,0.015151515151515152,0.025252525252525252,0.005050505050505051,0.03535353535353535,0.06060606060606061,0.005050505050505051,0.010101010101010102,0.010101010101010102,0.005050505050505051,0.015151515151515152,0.015151515151515152,0.005050505050505051,0.010101010101010102,0.020202020202020204,0.05555555555555555,0.0,0.010101010101010102,0.0,0.010101010101010102,0.005050505050505051
矢,0.0,0.18686868686868688,0.12121212121212122,0.010101010101010102,0.19696969696969696,0.07575757575757576,0.0707070707070707,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.17676767676767677,0.025252525252525252,0.020202020202020204,0.15151515151515152,0.015151515151515152,0.010101010101010102,0.025252525252525252,0.020202020202020204,0.0,0.025252525252525252,0.0,0.020202020202020204,0.005050505050505051,0.015151515151515152,0.025252525252525252,0.0,0.015151515151515152,0.030303030303030304,0.06060606060606061,0.020202020202020204,0.0,0.020202020202020204,0.14646464646464646,0.0,0.005050505050505051,0.015151515151515152,0.020202020202020204,0.030303030303030304,0.0,0.050505050505050504,0.08080808080808081,0.0,0.005050505050505051,0.025252525252525252,0.005050505050505051,0.025252525252525252,0.030303030303030304,0.030303030303030304,0.010101010101010102,0.0,0.0707070707070707,0.005050505050505051,0.025252525252525252,0.0,0.015151515151515152,0.015151515151515152
