radical1,radical2,category1,category2,same_category,observed,expected,enrichment,chi_square,significant
人,艸,agent,other,False,23,22.68805197441884,1.0137494407158836,0.004289110884165118,False
彳,氵,other,fluid,False,5,5.140087300781646,0.9727461242223759,0.0038179218935256456,False
月,而,temporal,connection,False,16,16.245406557709877,0.9848937878631662,0.0037071635205355702,False
丶,見,structure,perception,False,14,13.774692924576184,1.0163565951457134,0.0036852566161720652,False
八,牛,structure,entity,False,9,9.182316516089736,0.9801448233928474,0.0036199266253625056,False
火,門,transformation,boundary,False,7,7.153639224444219,0.9785229280337162,0.0032997206802325113,False
丶,牛,structure,entity,False,17,17.237184042229217,0.9862399773856251,0.0032636577848428783,False
大,艸,magnitude,other,False,19,19.246776976956653,0.9871782700421942,0.0031641077583418817,False
大,方,magnitude,direction,False,19,19.246776976956653,0.9871782700421942,0.0031641077583418817,False
老,見,entity,perception,False,5,5.108618414374175,0.9787382016890215,0.0023094228192820014,False
人,車,agent,other,False,7,6.8820424322403815,1.0171399070727931,0.002021781749932546,False
巾,辶,cloth,motion,False,7,6.882854532534768,1.0170198958748138,0.0019938036584646263,False
火,矢,transformation,perception,False,29,28.762054613744798,1.008272892512397,0.001968496604310063,False
矢,辶,perception,motion,False,14,13.836666328291544,1.011804409229302,0.0019280575017710628,False
人,大,agent,magnitude,False,96,95.59232565221805,1.004264718375669,0.0017386162822745515,False
大,彳,magnitude,other,False,16,15.846513044360979,1.0096858504586685,0.0014866516996758564,False
囗,月,boundary,temporal,False,6,5.9074205664399555,1.0156717187338902,0.0014508788432958798,False
丶,食,structure,other,False,8,7.903512333773221,1.0122082008798126,0.001177940811720823,False
人,心,agent,internal,False,11,10.890264947721043,1.0100764354958987,0.0011057381759279716,False
扌,辶,action,motion,False,8,7.911734849253883,1.0111562321574061,0.0009847065131321252,False
一,言,structure,communication,False,23,23.144858390011166,0.9937412280701755,0.0009066356252014588,False
八,月,structure,temporal,False,19,19.126484620850675,0.9933869384072394,0.0008364505882224975,False
方,矢,direction,perception,False,6,5.938483402700234,1.0103589743589743,0.0006372488540796263,False
大,火,magnitude,transformation,False,93,93.21855649172673,0.9976554400759667,0.0005124187916397908,False
口,月,boundary,temporal,False,43,42.87722058674246,1.0028635114771292,0.00035158025901816054,False
亻,老,agent,entity,False,13,13.064663485940514,0.9950505050505051,0.00032005159707931304,False
一,牛,structure,entity,False,22,22.08405238046899,0.9961939783957711,0.0003199051759518479,False
一,尸,structure,constraint,False,7,7.039894426961729,0.9943330930064889,0.00022607800715154303,False
口,矢,boundary,perception,False,35,35.056847020607044,0.9983784331610419,9.218124350995245e-05,False
八,艸,structure,other,False,12,12.029235610597908,0.9975696202531646,7.105363588352185e-05,False
宀,而,constraint,connection,False,8,8.003502182519542,0.9995624187462345,1.5324894178167276e-06,False
丶,木,structure,structure,True,21,21.00076134402599,0.9999637468369115,2.760112914067058e-08,False
